project_id,institution_name,institution_type,project_domain,team_size,avg_team_experience,innovation_score,funding_amount_usd,mentorship_support,incubation_support,market_readiness_level,competition_awards,business_model_score,technology_maturity,year,success_label
P1033,Institution_25,Private,EdTech,3,2.01,0.58,37722.89,0,1,4,1,0.38,4,2021,1
P1034,Institution_7,Technical,AgriTech,4,1.85,0.42,27428.06,1,0,2,4,0.85,2,2022,0
P1035,Institution_6,Public,FinTech,3,2.91,0.83,43426.27,1,1,2,4,0.88,3,2023,1
P1036,Institution_24,Private,GreenTech,6,2.61,0.84,7475.03,0,1,1,1,0.37,3,2023,0
P1037,Institution_33,Technical,EdTech,7,0.88,0.91,30178.47,0,1,5,4,0.77,4,2022,1
P1038,Institution_29,Technical,AgriTech,4,2.28,0.32,23017.81,0,0,1,2,0.79,5,2023,0
P1039,Institution_22,Technical,FinTech,3,3.07,0.69,21692.31,1,1,1,0,0.34,3,2023,0
P1040,Institution_26,Technical,FinTech,4,3.97,0.45,13375.49,0,0,4,4,0.55,4,2022,0
P1041,Institution_28,Technical,HealthTech,7,2.7,0.54,19241.7,0,1,4,0,0.7,1,2021,0
P1042,Institution_21,Private,HealthTech,2,1.8,0.85,6299.39,0,1,2,0,0.22,5,2022,0
P1043,Institution_7,Non-technical,EdTech,5,1.29,0.43,13328.35,0,0,4,1,0.52,3,2019,0
P1044,Institution_17,Private,HealthTech,3,3.55,0.75,14326.29,1,0,4,3,0.32,4,2019,0
P1045,Institution_20,Private,EdTech,6,3.35,0.76,36312.73,1,0,3,4,0.63,4,2019,1
P1046,Institution_20,Private,GreenTech,2,1.32,0.97,3378.97,1,1,2,1,0.87,1,2019,1
P1047,Institution_22,Non-technical,EdTech,3,1.2,0.84,32908.42,1,0,2,1,0.62,1,2020,0
P1048,Institution_28,Public,HealthTech,2,3.0,0.86,11849.09,1,1,3,0,0.23,5,2021,1
P1049,Institution_40,Non-technical,GreenTech,6,1.6,0.67,5011.21,1,0,2,4,0.22,3,2020,0
P1050,Institution_7,Private,HealthTech,3,1.57,0.43,15739.5,0,1,5,1,0.68,4,2023,0
P1051,Institution_1,Technical,EdTech,7,1.03,0.6,11999.17,1,1,5,2,0.46,5,2023,1
P1052,Institution_32,Technical,AgriTech,7,1.42,0.68,28049.59,0,1,3,1,0.66,5,2022,1
P1053,Institution_13,Private,FinTech,6,2.0,0.77,18511.44,0,1,4,2,0.33,1,2019,0
P1054,Institution_30,Technical,HealthTech,4,3.06,0.73,48333.69,0,0,5,3,0.82,4,2022,1
P1055,Institution_23,Private,EdTech,6,1.68,0.58,48213.93,0,0,3,2,0.89,2,2023,0
P1056,Institution_19,Technical,GreenTech,4,1.65,0.49,22742.05,1,1,5,2,0.91,1,2019,1
P1057,Institution_32,Non-technical,HealthTech,3,1.5,0.42,39959.29,1,1,1,0,0.44,4,2021,1
P1058,Institution_30,Public,HealthTech,4,2.17,0.79,1650.16,1,0,3,1,0.73,5,2023,0
P1059,Institution_29,Public,FinTech,3,1.13,0.75,27842.77,0,0,2,3,0.42,5,2022,0
P1060,Institution_29,Non-technical,EdTech,3,2.2,0.78,37421.66,1,0,5,1,0.81,3,2022,1
P1061,Institution_30,Non-technical,AgriTech,5,2.96,0.56,11630.22,1,0,2,2,0.3,2,2023,0
P1062,Institution_16,Private,GreenTech,3,0.6,0.48,3997.42,1,0,3,2,0.81,1,2020,0
P1063,Institution_40,Private,EdTech,4,0.53,0.83,8640.03,1,0,5,1,0.55,3,2021,0
P1064,Institution_19,Private,GreenTech,5,0.76,0.84,22650.56,1,1,2,3,0.88,3,2023,1
P1065,Institution_18,Technical,HealthTech,5,2.37,0.62,25812.2,1,0,4,3,0.79,2,2023,0
P1066,Institution_1,Private,FinTech,3,3.49,0.73,19663.37,0,0,4,0,0.5,1,2022,0
P1067,Institution_14,Non-technical,FinTech,6,0.52,0.56,22558.71,0,1,1,2,0.92,1,2019,0
P1068,Institution_2,Public,AgriTech,6,3.78,0.79,24041.51,1,0,3,2,0.43,5,2019,1
P1069,Institution_28,Technical,FinTech,7,0.87,0.89,38702.4,0,0,2,0,0.97,1,2019,0
P1070,Institution_30,Private,HealthTech,5,3.45,0.78,6156.85,0,0,1,1,0.81,3,2022,0
P1071,Institution_38,Technical,AgriTech,3,2.19,0.66,38678.57,1,1,3,2,0.99,5,2019,1
P1072,Institution_4,Technical,EdTech,6,2.81,0.62,34742.74,0,0,4,1,0.24,1,2023,0
P1073,Institution_1,Private,FinTech,3,2.29,0.75,37341.38,1,1,2,3,0.42,2,2020,1
P1074,Institution_8,Technical,AgriTech,3,2.17,0.78,36988.95,0,0,5,4,0.79,3,2020,1
P1075,Institution_29,Public,HealthTech,5,3.42,0.69,24059.0,1,1,4,0,0.94,4,2020,1
P1076,Institution_39,Non-technical,GreenTech,7,3.15,0.74,11358.61,0,0,5,2,0.22,2,2019,0
P1077,Institution_3,Non-technical,GreenTech,5,2.19,0.37,27294.82,0,0,5,0,0.2,2,2020,0
P1078,Institution_32,Public,HealthTech,2,0.89,0.97,47941.12,0,0,2,3,0.4,1,2019,0
P1079,Institution_10,Technical,HealthTech,6,0.9,0.85,29837.76,0,1,2,3,0.88,5,2023,1
P1080,Institution_10,Private,GreenTech,6,3.31,0.56,1541.31,1,0,5,3,0.81,5,2023,0
P1081,Institution_19,Technical,AgriTech,6,2.35,0.69,3925.83,0,0,1,3,0.47,3,2022,0
P1082,Institution_34,Public,GreenTech,4,2.19,0.33,49650.31,1,1,5,4,0.2,1,2022,1
P1083,Institution_33,Technical,HealthTech,3,2.88,0.33,4525.37,1,1,5,1,0.64,5,2021,0
P1084,Institution_23,Non-technical,FinTech,5,3.51,0.48,3256.21,0,1,2,1,0.39,4,2023,0
P1085,Institution_28,Technical,EdTech,6,2.7,0.78,18298.19,0,0,3,4,0.8,1,2019,0
P1086,Institution_32,Public,FinTech,2,3.17,0.9,48496.54,1,1,4,1,0.56,1,2021,1
P1087,Institution_7,Non-technical,FinTech,6,3.18,0.69,16615.08,0,0,2,3,0.74,5,2023,0
P1088,Institution_29,Technical,HealthTech,7,1.75,0.67,21084.32,1,1,1,1,0.88,2,2019,1
P1089,Institution_8,Technical,GreenTech,3,1.46,0.58,32069.78,0,1,4,0,0.63,1,2023,0
P1090,Institution_1,Non-technical,AgriTech,3,3.3,0.41,2181.48,1,0,2,1,0.47,2,2023,0
P1091,Institution_3,Private,FinTech,5,1.82,0.38,44990.42,0,0,2,0,0.82,3,2019,0
P1092,Institution_24,Non-technical,GreenTech,4,3.66,0.83,26452.71,0,0,3,2,0.41,3,2023,0
P1093,Institution_23,Private,AgriTech,5,0.74,0.95,23873.73,1,0,1,0,0.91,5,2023,1
P1094,Institution_8,Public,FinTech,6,0.7,0.62,43175.61,1,1,1,0,0.26,3,2023,1
P1095,Institution_37,Public,AgriTech,7,3.74,0.76,47700.75,1,1,2,3,0.87,5,2022,1
P1096,Institution_3,Non-technical,GreenTech,2,2.77,0.94,21747.84,0,1,3,3,0.27,5,2020,1
P1097,Institution_33,Non-technical,EdTech,5,1.83,0.36,9449.61,0,0,2,3,0.24,2,2023,0
P1098,Institution_28,Public,GreenTech,4,3.14,0.84,40969.75,0,0,5,0,0.49,2,2019,0
P1099,Institution_8,Private,HealthTech,5,2.85,0.73,20759.76,0,1,5,4,0.97,3,2023,1
P1100,Institution_34,Public,AgriTech,3,2.36,0.72,46841.73,1,1,3,3,0.99,2,2022,1
P1101,Institution_35,Non-technical,EdTech,6,0.85,0.5,47545.05,1,0,2,3,0.36,1,2022,0
P1102,Institution_32,Public,AgriTech,6,3.34,0.78,6626.62,0,1,3,0,0.32,4,2023,0
P1103,Institution_24,Non-technical,AgriTech,6,3.53,0.86,47871.14,0,1,2,2,0.48,1,2021,1
P1104,Institution_14,Non-technical,FinTech,6,1.1,0.38,19045.25,0,1,2,2,0.47,1,2020,0
P1105,Institution_32,Public,HealthTech,6,3.48,0.67,32666.37,1,0,5,1,0.81,5,2019,1
P1106,Institution_16,Private,AgriTech,6,3.57,0.37,2702.75,1,1,4,2,0.56,4,2019,0
P1107,Institution_4,Technical,GreenTech,2,2.42,0.91,44555.33,0,0,1,3,0.82,5,2019,1
P1108,Institution_37,Public,GreenTech,4,2.8,0.66,32438.27,1,1,1,4,0.8,2,2019,1
P1109,Institution_21,Technical,FinTech,6,1.84,0.87,32534.17,0,0,3,1,0.66,2,2022,0
P1110,Institution_14,Public,HealthTech,4,1.49,0.56,45206.63,0,1,1,4,0.87,4,2020,1
P1111,Institution_31,Technical,HealthTech,7,3.03,0.39,25909.01,1,1,5,4,0.36,3,2023,1
P1112,Institution_18,Private,GreenTech,6,3.52,0.33,21115.32,1,1,4,3,0.33,2,2023,0
P1113,Institution_7,Private,EdTech,5,2.79,0.5,43440.31,1,0,2,0,0.8,1,2021,0
P1114,Institution_10,Public,FinTech,6,2.29,0.47,37378.61,1,1,2,0,0.4,4,2023,1
P1115,Institution_7,Non-technical,FinTech,3,1.06,0.69,47499.81,0,1,5,0,0.2,4,2020,1
P1116,Institution_33,Technical,GreenTech,2,0.69,0.32,47065.97,1,0,1,2,0.93,2,2023,0
P1117,Institution_23,Non-technical,GreenTech,5,2.06,0.66,19733.98,1,0,2,0,0.7,2,2022,0
P1118,Institution_21,Non-technical,EdTech,5,0.67,0.57,22902.33,1,1,1,3,0.56,5,2023,1
P1119,Institution_19,Non-technical,EdTech,3,2.49,0.7,13543.26,1,1,5,2,0.78,5,2019,1
P1120,Institution_19,Private,HealthTech,6,1.84,0.79,33371.75,0,1,2,0,0.47,1,2019,0
P1121,Institution_36,Public,FinTech,2,3.15,0.74,18862.56,0,1,3,4,0.96,4,2019,1
P1122,Institution_29,Public,FinTech,5,1.57,0.99,39518.93,1,1,4,3,0.25,3,2019,1
P1123,Institution_18,Private,GreenTech,2,2.58,0.4,6955.99,1,0,1,3,0.71,3,2022,0
P1124,Institution_2,Private,HealthTech,5,2.38,0.6,6703.74,0,1,1,1,0.82,4,2022,0
P1125,Institution_1,Public,FinTech,6,0.52,0.6,11018.31,0,0,1,3,0.58,1,2022,0
P1126,Institution_5,Non-technical,HealthTech,7,0.75,0.59,5130.32,1,0,1,4,0.8,5,2023,0
P1127,Institution_20,Technical,HealthTech,5,1.52,0.76,31381.55,0,1,5,3,0.94,5,2019,1
P1128,Institution_11,Technical,GreenTech,7,3.59,0.64,8220.29,0,0,5,1,0.8,5,2021,0
P1129,Institution_2,Technical,HealthTech,5,1.01,0.66,8838.18,0,1,5,3,0.45,3,2021,0
P1130,Institution_3,Non-technical,EdTech,4,2.99,0.6,1697.18,0,0,5,3,0.65,3,2019,0
P1131,Institution_23,Public,EdTech,6,3.91,0.99,39322.41,1,0,2,1,0.93,1,2020,1
P1132,Institution_12,Private,AgriTech,3,3.27,0.95,40802.51,0,1,5,3,0.56,3,2023,1
P1133,Institution_20,Public,GreenTech,7,1.35,0.52,8939.1,0,1,2,2,0.75,2,2021,0
P1134,Institution_5,Non-technical,AgriTech,3,3.68,0.38,37236.7,1,0,3,3,0.57,3,2022,0
P1135,Institution_37,Private,EdTech,6,0.83,0.89,22243.71,1,1,5,0,0.3,5,2020,1
P1136,Institution_38,Non-technical,AgriTech,3,2.14,1.0,12740.15,1,1,3,0,0.25,1,2022,1
P1137,Institution_30,Technical,GreenTech,6,3.61,0.5,31447.85,0,0,5,2,0.96,4,2020,0
P1138,Institution_9,Technical,GreenTech,3,2.74,0.55,9745.72,1,0,3,3,0.69,4,2020,0
P1139,Institution_34,Non-technical,HealthTech,7,1.95,0.96,38087.3,0,0,4,4,0.28,1,2023,0
P1140,Institution_35,Private,FinTech,4,1.52,0.8,3333.15,1,1,3,3,0.89,2,2022,1
P1141,Institution_22,Private,HealthTech,3,1.81,0.51,47997.42,0,1,2,0,0.62,4,2022,1
P1142,Institution_24,Public,GreenTech,7,2.28,0.71,4521.89,1,1,1,1,0.82,5,2021,1
P1143,Institution_17,Technical,EdTech,5,1.62,0.96,29392.97,1,0,3,2,0.3,4,2019,1
P1144,Institution_10,Public,EdTech,6,3.89,0.87,45207.52,0,1,1,1,0.93,4,2019,1
P1145,Institution_30,Public,HealthTech,2,3.77,0.82,1583.32,1,0,4,4,0.67,5,2021,0
P1146,Institution_23,Non-technical,GreenTech,2,3.55,0.82,25427.21,1,0,4,3,0.79,3,2020,1
P1147,Institution_32,Non-technical,EdTech,6,1.98,0.42,18150.34,1,0,2,4,0.23,2,2021,0
P1148,Institution_17,Public,GreenTech,4,2.92,0.88,29436.28,1,0,2,1,0.45,5,2021,1
P1149,Institution_17,Technical,EdTech,3,3.66,0.49,12047.41,1,0,3,3,0.41,5,2022,0
P1150,Institution_14,Non-technical,GreenTech,4,3.48,0.95,4180.06,0,0,5,4,0.96,1,2021,0
P1151,Institution_9,Public,AgriTech,2,1.95,0.56,31670.72,0,0,4,0,0.35,2,2020,0
P1152,Institution_40,Public,GreenTech,7,0.89,0.9,21425.61,1,1,1,0,0.77,3,2019,1
P1153,Institution_2,Public,GreenTech,6,0.76,0.49,31501.79,1,0,5,2,0.23,5,2023,0
P1154,Institution_25,Public,HealthTech,6,2.52,0.66,11316.42,0,1,4,0,0.36,3,2021,0
P1155,Institution_39,Public,AgriTech,4,2.75,0.37,17598.32,0,1,3,0,0.47,5,2021,0
P1156,Institution_9,Public,FinTech,7,3.47,0.76,28522.39,1,1,4,1,0.84,5,2022,1
P1157,Institution_22,Non-technical,HealthTech,4,1.52,0.89,30062.53,0,1,2,0,0.83,1,2022,1
P1158,Institution_4,Technical,FinTech,3,1.09,0.8,19243.43,1,1,1,0,0.96,4,2021,1
P1159,Institution_26,Public,EdTech,5,1.83,0.67,14722.61,1,0,1,1,0.93,2,2021,0
P1160,Institution_29,Private,FinTech,7,1.74,0.33,14411.33,1,1,2,0,0.27,1,2020,0
P1161,Institution_34,Non-technical,GreenTech,5,0.96,0.95,9560.27,1,1,5,0,0.86,3,2019,1
P1162,Institution_23,Non-technical,FinTech,3,2.85,0.79,16944.84,0,1,2,2,0.56,5,2019,0
P1163,Institution_37,Public,HealthTech,5,2.28,0.82,10772.58,0,0,1,0,0.89,5,2023,0
P1164,Institution_11,Non-technical,HealthTech,2,3.02,0.86,32056.95,0,1,3,0,0.27,2,2019,0
P1165,Institution_6,Public,FinTech,5,1.73,0.82,28884.28,1,1,5,2,0.86,1,2023,1
P1166,Institution_18,Technical,HealthTech,3,1.64,0.61,19746.85,0,1,4,1,0.33,1,2022,0
P1167,Institution_21,Technical,HealthTech,5,2.15,0.81,16965.67,1,1,3,0,0.47,3,2023,1
P1168,Institution_36,Non-technical,FinTech,6,3.57,0.74,12643.1,1,0,5,4,0.22,1,2023,0
P1169,Institution_38,Non-technical,AgriTech,4,0.64,0.9,27237.46,0,1,1,1,0.3,1,2019,0
P1170,Institution_34,Private,AgriTech,2,3.32,0.86,46026.24,1,0,1,1,0.56,4,2021,1
P1171,Institution_17,Non-technical,EdTech,6,1.79,0.33,34599.45,1,0,3,0,0.85,2,2022,0
P1172,Institution_37,Private,HealthTech,6,3.49,0.57,37476.32,1,1,5,2,0.82,1,2020,1
P1173,Institution_25,Technical,FinTech,3,3.31,0.32,41884.52,0,1,4,1,0.39,3,2023,0
P1174,Institution_38,Technical,HealthTech,4,1.72,0.37,18230.11,1,0,4,2,0.32,5,2023,0
P1175,Institution_12,Public,GreenTech,4,2.93,0.72,4080.91,0,1,2,4,0.51,1,2023,0
P1176,Institution_23,Technical,HealthTech,7,1.06,0.91,31505.38,1,1,3,2,0.91,1,2021,1
P1177,Institution_22,Private,HealthTech,2,3.64,0.38,10244.94,0,1,5,3,0.27,5,2020,0
P1178,Institution_21,Non-technical,AgriTech,3,1.92,0.62,28883.14,1,0,3,2,0.63,4,2019,1
P1179,Institution_27,Public,FinTech,2,2.09,0.94,37236.0,0,0,4,1,0.27,2,2022,0
P1180,Institution_31,Private,HealthTech,7,2.97,0.87,39398.28,0,1,5,2,0.58,4,2021,1
P1181,Institution_6,Non-technical,AgriTech,5,3.37,0.66,15790.12,1,1,1,2,0.3,3,2020,0
P1182,Institution_27,Public,EdTech,6,1.33,0.84,26109.23,1,0,1,3,0.26,1,2022,0
P1183,Institution_40,Technical,AgriTech,2,2.81,0.67,31427.29,1,0,5,3,0.35,4,2019,1
P1184,Institution_34,Private,AgriTech,6,1.87,0.41,41154.56,1,0,3,0,0.4,2,2022,0
P1185,Institution_12,Non-technical,AgriTech,3,1.79,0.39,38308.04,0,0,3,1,0.42,3,2023,0
P1186,Institution_7,Public,HealthTech,5,2.92,0.43,49410.79,1,0,1,0,0.72,4,2023,1
P1187,Institution_10,Public,HealthTech,3,1.86,0.55,1396.15,0,0,1,3,0.24,1,2021,0
P1188,Institution_17,Technical,EdTech,5,1.71,0.95,22436.98,1,0,4,2,0.26,2,2022,0
P1189,Institution_26,Non-technical,GreenTech,5,3.43,0.86,13546.18,0,1,5,3,0.35,1,2023,0
P1190,Institution_21,Technical,GreenTech,6,0.85,0.6,6874.78,0,0,3,4,0.9,1,2021,0
P1191,Institution_28,Technical,GreenTech,3,2.87,0.65,45664.25,0,0,4,2,0.7,3,2021,0
P1192,Institution_2,Non-technical,EdTech,3,1.37,0.49,49900.14,1,1,3,0,0.78,2,2021,1
P1193,Institution_1,Non-technical,GreenTech,2,0.55,0.79,9849.21,1,1,1,2,0.5,5,2019,1
P1194,Institution_36,Non-technical,GreenTech,3,1.08,0.86,2883.24,0,1,5,4,0.37,1,2023,0
P1195,Institution_26,Private,AgriTech,2,2.62,0.47,14477.67,0,0,2,3,0.23,2,2023,0
P1196,Institution_29,Non-technical,HealthTech,4,2.98,0.33,41908.23,0,0,5,1,0.59,1,2020,0
P1197,Institution_21,Public,HealthTech,4,0.57,0.74,15400.61,0,1,2,1,0.66,4,2019,0
P1198,Institution_11,Technical,AgriTech,4,0.63,0.69,3788.17,0,1,4,1,0.92,4,2023,0
P1199,Institution_40,Private,AgriTech,7,3.66,0.58,3572.12,1,1,2,3,0.91,2,2023,0
P1200,Institution_11,Non-technical,AgriTech,3,0.76,0.75,21943.72,0,0,2,1,0.54,3,2020,0
P1201,Institution_36,Private,HealthTech,7,3.63,0.69,46659.46,1,1,4,4,0.54,5,2022,1
P1202,Institution_39,Non-technical,GreenTech,3,1.3,0.48,15010.1,1,0,5,3,0.33,4,2022,0
P1203,Institution_40,Private,AgriTech,2,3.09,0.58,21930.73,1,0,4,1,0.41,3,2019,0
P1204,Institution_35,Technical,EdTech,7,1.58,0.6,5994.76,0,0,1,0,0.94,5,2021,0
P1205,Institution_34,Technical,AgriTech,7,3.51,0.92,25185.07,0,0,1,3,0.31,4,2020,0
P1206,Institution_24,Public,FinTech,7,2.95,0.97,35130.81,0,1,2,3,0.97,5,2020,1
P1207,Institution_22,Public,AgriTech,5,1.91,0.93,14286.37,0,1,4,2,0.6,1,2023,0
P1208,Institution_5,Non-technical,HealthTech,2,0.77,0.8,15538.85,1,1,4,1,0.57,2,2023,1
P1209,Institution_33,Technical,AgriTech,4,3.06,0.71,42256.78,1,0,4,0,0.34,4,2020,1
P1210,Institution_36,Private,FinTech,2,2.66,0.78,1507.82,1,1,5,4,0.73,4,2021,1
P1211,Institution_20,Private,EdTech,5,0.51,0.96,32187.06,0,0,3,3,0.57,1,2022,0
P1212,Institution_19,Private,GreenTech,3,0.53,0.47,20300.35,0,0,3,4,0.5,4,2019,0
P1213,Institution_35,Public,AgriTech,2,3.33,0.67,15620.65,0,0,3,4,0.41,4,2022,0
P1214,Institution_17,Private,FinTech,7,1.41,0.78,33222.1,0,1,5,4,0.25,4,2019,1
P1215,Institution_34,Public,FinTech,4,2.73,0.78,41898.76,0,0,4,2,0.62,4,2021,1
P1216,Institution_9,Public,EdTech,4,2.09,0.48,28361.21,0,0,3,4,0.45,4,2020,0
P1217,Institution_26,Non-technical,HealthTech,3,3.52,0.71,2523.64,1,1,4,1,0.77,3,2021,1
P1218,Institution_2,Private,AgriTech,2,3.71,0.86,23608.66,1,1,2,1,0.78,4,2020,1
P1219,Institution_9,Private,FinTech,5,3.99,0.63,23675.24,0,1,3,0,0.47,1,2023,0
P1220,Institution_9,Technical,EdTech,3,1.04,0.86,27646.13,1,0,2,0,0.74,4,2019,1
P1221,Institution_40,Non-technical,GreenTech,2,3.52,0.55,33876.99,1,0,5,4,0.41,5,2023,1
P1222,Institution_17,Technical,FinTech,6,1.43,0.96,1946.6,1,1,1,4,0.78,5,2020,1
P1223,Institution_1,Non-technical,EdTech,4,2.57,0.67,25598.62,1,0,5,2,0.21,1,2019,0
P1224,Institution_25,Private,HealthTech,5,2.27,0.72,29827.08,0,0,5,4,0.32,3,2019,0
P1225,Institution_40,Public,HealthTech,7,0.56,0.32,17824.32,1,1,5,4,0.4,1,2023,0
P1226,Institution_25,Public,FinTech,5,3.76,0.42,33749.9,0,1,3,4,0.82,3,2019,0
P1227,Institution_39,Public,FinTech,7,0.77,0.74,12180.71,0,1,2,3,0.25,2,2020,0
P1228,Institution_35,Public,AgriTech,5,2.91,0.59,16551.24,1,1,3,3,0.35,5,2020,1
P1229,Institution_3,Public,EdTech,4,3.25,0.66,48175.01,0,1,1,2,0.49,5,2023,1
P1230,Institution_37,Technical,FinTech,7,3.28,0.34,18055.45,1,1,5,2,0.21,5,2021,0
P1231,Institution_30,Non-technical,AgriTech,2,0.97,0.88,17978.54,0,1,4,1,0.81,3,2020,1
P1232,Institution_38,Private,AgriTech,7,2.07,0.85,30188.35,0,1,1,2,0.65,1,2020,0
P1233,Institution_34,Technical,FinTech,3,3.4,0.43,48577.79,1,0,2,1,0.92,3,2019,1
P1234,Institution_12,Non-technical,HealthTech,2,1.56,0.74,49170.94,1,0,1,4,0.22,5,2019,1
P1235,Institution_19,Public,EdTech,3,2.14,0.87,29403.24,0,0,3,2,0.42,5,2020,0
P1236,Institution_37,Non-technical,EdTech,5,1.45,0.75,1053.26,1,0,4,2,0.79,5,2023,0
P1237,Institution_17,Non-technical,HealthTech,2,2.12,0.52,45132.17,0,0,3,2,0.74,5,2021,0
P1238,Institution_10,Public,FinTech,5,3.61,0.76,28941.66,1,0,5,1,0.39,2,2019,1
P1239,Institution_12,Public,EdTech,6,2.09,0.45,18933.82,0,0,5,1,0.68,5,2019,0
P1240,Institution_16,Public,FinTech,5,2.45,0.52,41630.56,0,0,1,0,0.84,3,2021,0
P1241,Institution_24,Private,FinTech,5,1.91,0.47,20591.79,0,0,5,1,0.23,5,2019,0
P1242,Institution_19,Public,AgriTech,3,2.11,0.69,2668.18,0,0,5,1,0.77,4,2023,0
P1243,Institution_8,Private,HealthTech,7,0.55,0.38,41232.54,0,0,2,3,0.4,2,2019,0
P1244,Institution_31,Public,FinTech,6,1.49,0.95,27747.11,1,1,2,2,0.96,5,2019,1
P1245,Institution_21,Private,GreenTech,5,2.03,0.53,17569.03,0,0,3,1,0.63,4,2020,0
P1246,Institution_17,Non-technical,HealthTech,5,2.72,0.45,13293.73,1,1,3,2,0.23,3,2023,0
P1247,Institution_23,Technical,EdTech,6,2.08,0.65,30096.08,1,0,2,2,0.52,2,2023,0
P1248,Institution_37,Non-technical,AgriTech,6,1.68,0.49,11194.43,0,1,1,3,0.97,5,2020,0
P1249,Institution_16,Non-technical,EdTech,2,1.86,0.67,16868.69,0,0,2,2,0.78,3,2022,0
P1250,Institution_6,Public,EdTech,3,1.35,0.54,32189.99,1,1,3,1,0.44,4,2021,1
P1251,Institution_8,Private,HealthTech,6,3.74,0.39,44195.68,0,0,4,2,0.66,2,2023,0
P1252,Institution_25,Technical,EdTech,6,2.33,0.49,27111.63,0,1,5,0,0.68,5,2022,1
P1253,Institution_18,Public,FinTech,4,0.55,0.61,38196.21,1,0,4,0,0.22,3,2021,0
P1254,Institution_25,Public,EdTech,7,0.57,0.32,38389.97,1,1,4,3,0.34,2,2023,1
P1255,Institution_12,Public,AgriTech,6,3.91,0.84,33553.34,1,0,5,1,0.64,4,2019,1
P1256,Institution_15,Non-technical,AgriTech,3,1.28,0.74,13046.08,1,1,2,3,0.52,5,2023,1
P1257,Institution_26,Private,GreenTech,7,3.32,0.72,43472.64,1,1,1,0,0.35,2,2021,1
P1258,Institution_26,Private,AgriTech,7,0.7,0.68,22377.51,1,1,4,1,0.82,4,2022,1
P1259,Institution_32,Technical,EdTech,5,3.72,0.71,3166.33,0,1,1,2,0.59,4,2019,0
P1260,Institution_10,Private,AgriTech,5,3.56,0.95,12986.02,1,1,3,1,0.45,3,2021,1
P1261,Institution_16,Private,HealthTech,5,2.5,0.31,38511.87,1,1,4,4,0.33,4,2021,1
P1262,Institution_7,Public,AgriTech,5,0.53,0.33,4387.53,0,1,3,1,0.69,4,2023,0
P1263,Institution_17,Public,FinTech,4,1.4,0.43,8220.86,0,1,2,2,0.73,1,2020,0
P1264,Institution_23,Non-technical,HealthTech,6,1.92,0.42,35017.11,0,0,4,4,0.74,4,2020,0
P1265,Institution_26,Public,GreenTech,5,2.11,0.43,44737.44,0,0,3,3,0.38,5,2019,0
P1266,Institution_21,Public,FinTech,2,1.54,0.77,32052.87,0,0,3,1,0.68,2,2021,0
P1267,Institution_22,Public,EdTech,5,0.62,0.62,11892.26,0,1,2,3,0.92,5,2022,0
P1268,Institution_7,Public,EdTech,6,2.57,0.99,3617.27,1,1,1,1,0.48,5,2019,1
P1269,Institution_14,Non-technical,EdTech,5,2.33,0.46,31141.2,0,0,1,0,0.37,3,2019,0
P1270,Institution_15,Public,FinTech,4,1.49,0.52,3322.53,0,0,4,0,0.82,1,2023,0
P1271,Institution_7,Technical,FinTech,3,0.63,0.99,31023.38,0,1,2,2,0.34,1,2022,0
P1272,Institution_9,Technical,FinTech,3,3.98,0.88,12053.42,0,1,4,0,0.4,5,2021,1
P1273,Institution_8,Technical,HealthTech,6,2.19,0.63,45328.15,1,0,1,4,0.28,2,2021,0
P1274,Institution_23,Technical,HealthTech,3,3.15,0.69,24279.54,0,1,2,4,0.41,1,2021,0
P1275,Institution_29,Public,EdTech,3,2.08,0.89,11972.98,0,0,5,1,0.53,1,2019,0
P1276,Institution_18,Technical,AgriTech,2,0.65,0.64,42804.12,1,1,2,3,0.25,5,2023,1
P1277,Institution_31,Public,EdTech,6,1.58,0.44,13447.73,1,0,2,4,0.9,1,2019,0
P1278,Institution_30,Non-technical,GreenTech,6,1.62,0.88,16023.35,1,0,5,1,0.61,3,2020,1
P1279,Institution_39,Technical,HealthTech,3,3.43,0.68,41879.62,0,1,3,3,0.67,5,2020,1
P1280,Institution_35,Private,FinTech,3,2.79,0.41,16130.81,1,0,3,0,0.5,1,2021,0
P1281,Institution_18,Technical,HealthTech,3,1.46,0.65,21098.02,1,1,3,1,0.74,1,2023,1
P1282,Institution_39,Technical,FinTech,7,3.89,0.59,18035.62,1,1,1,3,0.55,1,2021,0
P1283,Institution_17,Public,GreenTech,4,1.63,0.91,6703.62,0,1,2,2,0.81,5,2021,1
P1284,Institution_14,Technical,GreenTech,5,3.99,0.39,2905.89,0,1,5,2,0.86,2,2019,0
P1285,Institution_31,Private,HealthTech,4,3.99,0.91,36502.49,1,1,1,4,0.74,4,2021,1
P1286,Institution_24,Public,FinTech,6,1.17,0.66,32611.72,0,0,5,3,0.59,1,2021,0
P1287,Institution_35,Public,GreenTech,2,1.59,0.58,14835.94,0,1,1,2,0.83,4,2023,0
P1288,Institution_34,Non-technical,EdTech,5,2.2,0.41,15484.36,0,1,1,4,0.6,4,2023,0
P1289,Institution_3,Non-technical,EdTech,2,2.82,0.79,47305.28,0,0,1,1,0.29,1,2023,0
P1290,Institution_37,Technical,FinTech,7,2.35,0.95,49395.89,0,1,5,1,0.29,1,2021,1
P1291,Institution_40,Non-technical,HealthTech,6,3.89,0.56,24198.31,1,0,4,3,0.96,4,2023,1
